Name,price,sold,discount,liked-count,ads_keyword,cmt_count,stock,view_count,price_before_discount,price_min,price_max,price_min_before_discount,price_max_before_discount,rating_star,rating_count,rating_count_total,rcount_with_image,rcount_with_context,options,options_count,image,itemid,shopid,catid,shop_location,video_info_list_duration
Giày đá bóng.giày đá banh.giầy thể thao.đá sân cỏ nhân tạo đã khâu đế 100%,120000000,248,,0,,9,22808,90,0,12000000000,12000000000,-1,-1,5,[9. 0. 0. 0. 0. 9],9,0,8,['Trắng sọc vàng'. 'Đen sọc trắng'. 'Xanh dương'. 'Trắng sọc đen'. 'Trắng sọc bạc'. 'Xanh nõn chuỗi'. 'Đỏ'. 'Keo dán giày'],8,24b2181e43c68127139d5b3510d77936,4662179343,54632385,9675,Hà Nội,0
Giày đi biển nam nữ chất liệu nhựa dẻo thoáng mát,41408000,1,25%,63,,21,5981,52,5521000000,4140800000,4140800000,5521000000,5521000000,4.809524,[21. 1. 0. 0. 0. 20],21,9,12,['Blue camo;2XL'. 'Blue camo;XL'. 'Blue camo;L'. 'Blue camo;M'. 'Blue camo;S'. 'Blue camo;XS'. 'Blue camo;2XS'. 'Blue camo;3XS'. 'Black;2XL'. 'Black;XL'. 'Black;L'. 'Black;M'. 'Black;S'. 'Black;XS'. 'Black;2XS'. 'Black;3XS'. 'Green;2XL'. 'Green;XL'. 'Green;L'. 'Green;M'],20,dcba8ffec2b84773d9436da7b01f6478,2361644147,151943660,9675,Nước ngoài,0
[ Ảnh Thật ] Giày siêu cấp nam nữ GUCCI trơn Full thẻ hộp,729000000,18,,128,,43,382,2230,0,72900000000,72900000000,-1,-1,4.767442,[43. 1. 1. 0. 3. 38],43,14,24,['35'. '36'. '37'. '38'. '39'. '40'. '41'. '42'. '43'. '44'],10,ed800401f02857c5f893405cec25744a,5807063404,66854841,161,Hà Nội,0
Cây Xỏ Giày GoldCare - GC7004,36000000,11,39%,5499,,20,173,84,5900000000,3600000000,3600000000,5900000000,5900000000,5,[20. 0. 0. 0. 0. 20],20,3,4,['Đen'. 'Vàng'. 'Đỏ'. 'Trắng'],4,0c69149821c0359dfc7e41c8293c35b4,2030234927,126472328,161,TP. Hồ Chí Minh,0
Giày lười nam vải thoáng khí đế khâu bền đẹp,105000000,5,,452,,5,3914,249,0,10500000000,10500000000,-1,-1,5,[5. 0. 0. 0. 0. 5],5,2,5,['Nâu'. 'Kem'],2,7d1d34235b023286ace42ce414c3b0ee,4860783093,316036561,2429,Hà Nội,0
Giày lười nữ cao gót da sang chảnh đế 4cm màu đen và kem,165000000,5,,87,,14,89,703,0,16500000000,16500000000,-1,-1,5,[14. 0. 0. 0. 0. 14],14,5,11,['Đen'. 'Trắng'],2,ed8197807f465243f98cad5379820099,6143625667,46021986,161,Hà Nội,0
Giày Bốt Nữ Cao Cổ Phong Cách Cực Chất G26,189000000,10,35%,78,,11,158,5701,28934000000,18900000000,18900000000,28934000000,28934000000,4.909091,[11. 0. 0. 0. 1. 10],11,2,3,['Đen'],1,a644fafd7897c7fd061ee5d285746ccc,6558819317,309794936,161,Hà Nội,22
[SIÊU SALE] Giày lười nam da bò đan mặt lưới 2 màu nâu và đen BH 12 tháng,219000000,0,37%,1,,6,119916,60,35000000000,21900000000,21900000000,35000000000,35000000000,5,[6. 0. 0. 0. 0. 6],6,0,0,['da bò đen R08'. 'da bò nâu R05'],2,12cf60c12b141edcdbfb1ceeb89cf99e,5853787797,26908551,2429,TP. Hồ Chí Minh,0
Giày Nam Da Kiểu Dáng Lịch Lãm Nam Tính Siều Chất,348000000,0,40%,7265,,13,255,31,58000000000,34800000000,34800000000,58000000000,58000000000,4.923077,[13. 0. 0. 0. 1. 12],13,3,8,['38'. '39'. '40'. '41'. '42'. '43'],6,a138cd6902c874845a5f34e8463d7de8,1829716775,68855174,2429,Hà Nội,48
Giày Nam💘Giày Lười Nam Chất Liệu Da Bò Dập Vân Cá Sấu Bảo Hành 12 Tháng MS103,89000000,3,47%,28904,,13,197,156,16900000000,8900000000,8900000000,16900000000,16900000000,4.846154,[13. 0. 0. 1. 0. 12],13,0,2,['D20 trắng size 39'. 'D20 trắng size 43'. 'D20 ĐEN size 39'. 'D20 ĐEN size 40'. 'GIÀY XẤU THANH LÝ-IB'. 'D20 ĐEN size 43'. 'Ghi xám size 39'. 'Ghi xám size 40'. 'Ghi xám size 41'. 'Ghi xám size 42'. 'Ghi xám size 43'. 'L ĐẾ ĐEN size 39'. 'L ĐẾ ĐEN size 40'. 'L ĐẾ ĐEN size 41'. 'L ĐẾ ĐEN size 42'. 'L ĐẾ ĐEN size 43'],16,dd37c86b36ec0f4da30ab472312cc187,1972127557,120064025,2429,Hà Nội,28
Giày V era Fear Of God. dây chữ,250000000,0,,2661,,24,620,44,0,25000000000,25000000000,-1,-1,4.625,[24. 0. 0. 3. 3. 18],24,5,16,['36'. '37'. '38'. '39'. '40'. '41'. '42'. '43'],8,ac1efcef267a3e2459f4e13873c972c5,2091912471,95060633,2429,Hà Nội,0
[SALE] [CAO GÓT] NOZI - GIÀY 5P LỤA CƯỜM - THENYSMILE,319000000,1,,18,,13,17,299,0,31900000000,31900000000,-1,-1,5,[13. 0. 0. 0. 0. 13],13,8,7,['ĐEN'. 'KEM'],2,858b242c6d14bdb72ef3856515fb547e,6005232933,37283479,161,TP. Hồ Chí Minh,0
Giày Mũi Nhọn Phong Cách Sành Điệu Mã XK_C46,230000000,0,34%,3,,15,9908,180,35000000000,23000000000,35000000000,35000000000,35000000000,5,[15. 0. 0. 0. 0. 15],15,0,15,['Vàng'. 'Bạc'],2,370a45989e415a80acb6bf41533f06a3,4360068531,196993192,161,Hà Nội,0
Giày thể tham nam nữ AF SHADOW SE XANH,199000000,4,43%,703,,8,141,6228,34900000000,19900000000,19900000000,34900000000,34900000000,4.875,[8. 0. 0. 0. 1. 7],8,4,4,['Size 36'. 'Size 37'. 'Size 38'. 'Size 39'. 'Size 40'. 'xanh 36'. 'xanh 37'. 'xanh 38'. 'xanh 39'],9,230a197cd73cc5a6b56e727c0e7df88c,3333174473,130203114,161,Hà Nội,0
Giày Thể Thao Cv Đen Trắng Cao Cổ Thời Trang,22000000,64,,4013,,2271,10228,5205,0,2200000000,11000000000,-1,-1,4.80317,[2271. 26. 29. 50. 156. 2010],2271,396,924,['size 35'. 'size 36'. 'size 37'. 'size 38'. 'size 39'. 'size 40'. 'size 41'. 'size 42'. 'size 43'. 'size 44'. 'Sỉ sll'],11,a372a1ca61f29df5f0ed70ecb55dacae,1234241574,46697130,161,Hà Nội,0
Bót hỗ trợ đi giày dễ dàng nhanh chóng tiện dụng,4647000,2,,17,,30,472,52,0,464700000,464700000,-1,-1,4.866667,[30. 0. 1. 0. 1. 28],30,3,3,['Black'],1,a2b1095c52f90b3e9ecd1ffd57cc4689,1568863884,92563534,161,Nước ngoài,0
[KÈM ẢNH THẬT] Giày Stan Smith Xanh Lá,70000000,1,,55,,49,10900,178,0,7000000000,15000000000,-1,-1,4.612245,[49. 2. 0. 3. 5. 39],49,10,22,['size 35'. 'size 36'. 'size 37'. 'size 38'. 'size 39'. 'size 40'. 'size 41'. 'size 42'. 'size 43'. 'size 44'. 'size tồn sỉ sll'],11,05d20293ccd69fd0214ad18cd5b9e064,796635560,46697130,161,Hà Nội,0
Giày nữ phản quang 2 sọc đẹp siêu hot [FREE SHIP] (hồng. trắng),109000000,1,46%,109,,47,247,356,20000000000,10900000000,13900000000,20000000000,20000000000,4.851064,[47. 1. 0. 0. 3. 43],47,15,21,['35 hồng'. '36 hồng'. '35. hồng'. '36. hồng'. '35 trắng'],5,31d804a0f8d558c3fc377898a2b379c9,3800472026,53285826,161,Hà Nội,38
Giày jodan màu xám hàng siêu cấp (free ship),1700000000,20,35%,51,,9,1212,1473,2.60E+11,1.70E+11,1.70E+11,2.60E+11,2.60E+11,5,[9. 0. 0. 0. 0. 9],9,7,8,['36'. '37'. '38'. '39'. '40'. '41'. '42'. '43'. '44'],9,39b99a06ada099b484a10a349c1d0e8b,4520198306,237124805,161,Hà Nội,0
Giày MCQ Cao Cấp bản dây lụa new 2020,550000000,2,50%,59,,22,493,346,1.10E+11,55000000000,55000000000,1.10E+11,1.10E+11,5,[22. 0. 0. 0. 0. 22],22,11,10,['Got nhung'],1,5e1318412b4269eee1f95132b0a431bc,6820289612,155734075,2429,Hà Nội,43
giày bốt cổ lửng hàn quốc da lì hot hit 2020-2021,49000000,0,50%,231,,23,34,243,9800000000,4900000000,20000000000,9800000000,40000000000,4.956522,[23. 0. 0. 0. 1. 22],23,4,5,['đen 35'. 'đen 36'. 'đen 37'. 'đen 38'. 'đen 39'. 'đen 40'. 'combo 5 tất khử mùi'],7,35da79c162dc13639c595a9850d73f28,1604256198,14208070,161,Bắc Kạn,31
adidas ORIGINALS Giày Continental 80 Nam Màu trắng FU9783,2500000000,16,,12,,15,29,3046,0,2.50E+11,2.50E+11,-1,-1,4.866667,[15. 0. 0. 0. 2. 13],15,2,3,0,7,5effdabe8d821053fb8c62d1c1e5015a,7254264481,71009635,2429,TP. Hồ Chí Minh,0
Siêu Phẩm ! Giày MC Phản Quang Nam Nữ Full Box,180000000,5,50%,43,,14,384,286,36000000000,18000000000,18000000000,36000000000,36000000000,4.857143,[14. 0. 0. 0. 2. 12],14,6,7,['S'],1,57f3cb8d55a799ed586bcb73746c74c2,5417713017,66265206,161,Hà Nội,0
Giày mũi nhọn 3 phân đi được 2 kiểu.A31,59000000,4,40%,15,,14,11961,318,9900000000,5900000000,5900000000,9900000000,9900000000,4.428571,[14. 0. 2. 0. 2. 10],14,6,7,['đen'. 'kem'],2,571aa8c1198d89b07fa63ef0051adaa1,5417747900,48559975,161,Hà Nội,0
Giày dior cổ ngắn hàng 1:1 (phờ ri síp),850000000,4,,26,,8,822,779,0,85000000000,85000000000,-1,-1,4.75,[8. 0. 0. 1. 0. 7],8,4,7,['36'. '37'. '38'. '39'. '40'. '41'. '42'. '43'],8,096af5bcb99df563979cc7df09031319,6700169503,185096121,161,Hà Nội,0
Giày CV 1970S Vàng Thấp Cổ,85000000,1,,58,,17,8987,40,0,8500000000,16500000000,-1,-1,5,[17. 0. 0. 0. 0. 17],17,4,5,['size 36'. 'size 37'. 'size 38'. 'size 39'. 'size 40'. 'size 41'. 'size 42'. 'size 43'. 'size tồn sỉ sll'],9,75b0a25b890783c2d7f9fc568398c4e5,518044387,26464230,2429,Hà Nội,0
[ Free Ship - Xả Kho Cắt Lỗ ] Giày Sandal Nữ Bít Mũi Hở Gót Có Quai Hậu Mũi Đính Nơ Lụa Gót 3cmMàu Đen Sang Chảnh,69000000,4,43%,507,,13,1998,202,12000000000,6900000000,6900000000,12000000000,12000000000,4.692308,[13. 0. 0. 1. 2. 10],13,5,6,['Đen'],1,45d7fea900a928a8e07227ba3c522053,7106893736,169588777,161,Hà Nội,26
Giày Sandal nữ bít mũi khóa gài mẫu thiết kế mới cao 5.5p - s6,99000000,2,50%,16,,11,96,343,19800000000,9900000000,10800000000,19800000000,21600000000,4.818182,[11. 0. 0. 0. 2. 9],11,3,6,['Đen 35'. 'Đen 36'. 'Đen 37'. 'Đen 38'. 'Đen 39'. 'Kem 35'. 'Kem 36'. 'Kem 37'. 'Kem 38'. 'Kem 39'],10,383c4aebc13e84e5a5e3c04bb1553be3,2881660565,160687684,161,Hà Nội,0
Giày Khiêu Vũ Đế Mềm Phối Lưới Thoáng Khí Cho Nữ,167600000,2,35%,17,,10,777,264,25830000000,16760000000,16760000000,25830000000,25830000000,5,[10. 0. 0. 0. 0. 10],10,4,8,['Black Gold'. 'Platium'. 'Rose Red'. 'Black Rose'],4,f58a6ddb437bdbeea364b32ccac05925,2398216339,160404126,9675,Nước ngoài,0
GIẦY CHÍNH HÃNG MIRA LUX CAO CẤP 2019 KHÂU FULL ĐẾ -FULL HỘP MÀU ĐỎ,289000000,1,2%,489,,16,10,111,29526000000,28900000000,28900000000,29526000000,29526000000,5,[16. 0. 0. 0. 0. 16],16,7,9,['ĐỎ'],1,8eaecaaee7fe6b92dae5b8a18f60fa1f,7302792796,77811334,9675,Hà Nội,0
Giày Khiêu Vũ Đế Mềm Gót Vừa Phối Lưới Thoáng Khí Dành Cho Người Lớn,307200000,0,18%,1,,6,4294,44,37240000000,30720000000,30720000000,37240000000,37240000000,5,[6. 0. 0. 0. 0. 6],6,0,0,['white'. 'black'. 'red'],3,88f0b6b49d0a47d63edfe646cc64fd02,3619782310,154825088,161,Nước ngoài,0
Giày nữ daphne sale Có 2 mẫu đang sale nay e gom luôn nhé. Hãng  này da mềm đi chắc chân vô cùng i ah. Sz 34-39 đẹp lắmi,900000000,0,,3,,17,4,0,0,90000000000,90000000000,-1,-1,5,[17. 0. 0. 0. 0. 17],17,0,4,[''],1,c612c69450f123864a90e6c27a90eab6,1164827700,63482449,161,Hà Nội,0
[Sỉ lẻ giày dép sục] Sục mũi nhọn da lộn trơn phối quai ngang đính đá mẫu hot trend vừa chảnh vừa dễ đi-Free ship,88000000,9,50%,2572,,14,42,2349,17600000000,8800000000,8800000000,17600000000,17600000000,4.642857,[14. 0. 0. 2. 1. 11],14,6,6,['35'. '36'. '37'. '38'. '39'],5,cc89a73c54c2178cc7aa1e8d709f339d,4308587380,158726467,161,Hà Nội,15
[GIÁ XƯỞNG] SIÊU PHẨM WIKA GALAXY 2020 giày bóng đá chính hãng⚡FREESHIP⚡,329000000,2,31%,21777,,6,121,13167,48000000000,32900000000,32900000000,48000000000,48000000000,5,[6. 0. 0. 0. 0. 6],6,2,2,['MÀU ĐEN GALA'. 'MÀU BẠC GALA'. 'MÀU CAM GALA'. 'XANH DƯƠNG GALA'. '3 ĐÔI TẤT'],5,88a077a913afee8375fe9c29bcf9449f,4039499323,177025613,9675,Hải Dương,59
Giày sneakers nam tăng chiều cao 6cm - G116 Giúp bạn nam Cao hơn. đẹp trai hơn - Mẫu Giày nam Hót 2020,599000000,2,,0,,2,2,84,0,59900000000,59900000000,-1,-1,5,[2. 0. 0. 0. 0. 2],2,0,1,['39'. '40'. '41'. '42'. '43'],5,fa9c09916b654a798b693aaca5b94aec,2407733643,58248176,2429,Hà Nội,0
Giày Sneaker Thể Thao Nam Cổ Thấp Phong Cách Hàng Quốc Mẫu Hót,255000000,413,49%,31708,,79,6937,17521,49900000000,25500000000,25500000000,49900000000,49900000000,4.936709,[79. 0. 0. 2. 1. 76],79,11,53,['Kem'. 'Đen'],2,640f55395a23ac5510f95683551ad348,5356758182,321527196,2429,TP. Hồ Chí Minh,0
[ SẴN HÀNG - HÌNH THẬT ] Giày cao gót lolita 2 màu trắng đen,199000000,54,10%,3369,,94,2558,3886,22000000000,19900000000,19900000000,22000000000,22000000000,4.914894,[94. 0. 1. 1. 3. 89],94,33,54,['Trắng'. 'Đen'],2,790f6a19489b125f3bc2724e61a3d576,2386383733,153535911,161,Hà Nội,15
Giày Sneaker Nam [ FREESHIP ] SIêu Nhẹ Siêu Thoáng Phong Cách Trẻ Trung G22,99000000,312,45%,11308,,70,210,677,18000000000,9900000000,9900000000,18000000000,18000000000,4.928571,[70. 0. 1. 1. 0. 68],70,4,15,['Sọc Vàng'. 'Sọc Trắng'],2,ecedd943a373d221797e51d2cbc7aada,3165383285,316552827,161,TP. Hồ Chí Minh,0
Giày đá bóng sân cỏ nhân tạo Geet màu trắng,138600000,27,37%,18,,34,53,715,22000000000,13860000000,13860000000,22000000000,22000000000,4.911765,[34. 0. 0. 1. 1. 32],34,11,17,['36'. '37'. '38'. '39'. '40'. '41'. '42'. '43'],8,32cec2f47ed4ba757b00f05934eb9492,4149691834,147478350,9675,TP. Hồ Chí Minh,0
Giày bốt kiểu cao bồi Dr. Martens1460 màu trắng thời trang phong cách retro dành cho nam và nữ,395200000,24,48%,133,,30,1678,3803,76000000000,39520000000,39520000000,76000000000,76000000000,4.666667,[30. 1. 0. 2. 2. 25],30,12,19,['black'. 'brown'. 'red'. 'white'],4,b29e448a0e978b6fb6cd228f4ae960ec,7445359269,293213883,2429,Nước ngoài,0
Giày cao cổ nam Super Đai khóa cực đẹp . Giày nam thời trang mẫu mới nhất 2020,125000000,33,50%,30,,13,4953,1977,25000000000,12500000000,15900000000,25000000000,25000000000,4.615385,[13. 0. 1. 0. 2. 10],13,3,8,['39'. '40'. '41'. '42'. '43'],5,fcc7bf9258ea491ce342b6302eb50661,3658818273,43391307,2429,Hà Nội,0
JUNO - Giày xăng đan quai ngang đế thể thao SD05028,470000000,9,,152,,35,27,1242,0,47000000000,47000000000,-1,-1,4.857143,[35. 1. 0. 0. 1. 33],35,12,15,['Đỏ'. 'Đen'. 'Kem Hồng'. 'Xanh Rêu'],4,0e88b71c696aef9a42679d8205c4c15c,2249518169,62340571,161,TP. Hồ Chí Minh,0
Giày Nữ Cao Gót Thời Trang Cao 5CM mã G6,159000000,0,47%,1222,,14,16,60,29900000000,15900000000,15900000000,29900000000,29900000000,5,[14. 0. 0. 0. 0. 14],14,3,11,['đen'. 'vàng'],2,516cfa8301a9c4e3a7a7569c6ba6fe26,4509994041,168006971,161,Hà Nội,0
Giày khiêu vũ bít mũi 5cm-màu đỏ,186000000,9,,8,,11,4937,255,0,18600000000,18600000000,-1,-1,4.909091,[11. 0. 0. 0. 1. 10],11,0,1,['35'. '36'. '37'. '38'. '39'],5,0ea524fdc8bcaf596228873f8330bcb6,2721852359,7909182,161,TP. Hồ Chí Minh,0
Giày Prophere màu Đen trắng sọc cam Nữ khuyến mãi,238000000,0,,57,,43,2998,166,0,23800000000,23800000000,-1,-1,4.857143,[42. 1. 0. 1. 0. 40],42,12,19,['18- trắng full'. '20-Kem mận mica'. '15-Kem hồng'. '5-Nâu hồng'. 'Trắng cam'. 'Đỏ mận'. 'Xám cam'. 'Xám tím'. 'Đen trắng'. 'Trắng sọc đen'. 'Trắng sọc đỏ'. 'Đen chấm cam'],12,949cf9293d8789c53dad1d0ad9f39984,1358315587,78224977,161,Hà Nội,30
Giày Nữ🍓Ulzzang Full Màu Toàn Phần🍓FREESHIP 😍,133000000,0,26%,121,,41,1,468,18000000000,13300000000,13300000000,18000000000,18000000000,4.95122,[41. 0. 0. 1. 0. 40],41,15,21,['hồng'. 'xanh'. 'cam'],3,522095f08c2e8c95b539f77c8facc0cf,4935705284,136041676,161,Hà Nội,0
[ Ảnh Thật ] Giày nam nữ GUCCI_LOVE Full thẻ hộp,615000000,8,,95,,16,439,1456,0,61500000000,61500000000,-1,-1,5,[16. 0. 0. 0. 0. 16],16,1,2,['35'. '36'. '37'. '38'. '39'. '40'. '41'. '42'. '43'. '44'],10,2f61205bdfd0113db446a3595a90e5a3,6018904658,13774830,161,Hà Nội,0
[SIÊU_HOT] GIÀY ĐÔI CÁNH Nam F011 Giày TRẮNG SÁNG Nam CHẤT LẠ - Giày BỀN ĐẸP,250000000,0,32%,11633,,11,5949,280,37000000000,25000000000,25000000000,37000000000,37000000000,5,[11. 0. 0. 0. 0. 11],11,2,3,['SIZE 39'. 'SIZE 40'. 'SIZE 41'. 'SIZE 42'. 'SIZE 43'. 'SIZE 44'],6,6dc7637ced4d0e9061f7547fc8a39113,2383370116,157047570,2429,TP. Hồ Chí Minh,0
Giày Reebok/Adidas trả khách,3530000000,1,,3,,13,5,116,0,3.53E+11,3.53E+11,-1,-1,5,[13. 0. 0. 0. 0. 13],13,4,4,[''],1,42cd560c9a0b66d0139d462e484f1ac8,1583207917,10395819,161,Hà Nội,0
[CAO GÓT] MIKO 3 - GIÀY CG QUAI CHÉO - THENYSMILE,312620000,1,2%,25,,14,9,260,31900000000,31262000000,31262000000,31900000000,31900000000,4.928571,[14. 0. 0. 0. 1. 13],14,4,6,['NUDE'. 'TRẮNG'. 'NÂU'. 'ĐEN'],4,408818d773511172918dd22129a525ff,2310427918,37283479,161,TP. Hồ Chí Minh,0
Giày nữ cao gót phong cách công sở ( xếp mũi) màu kem A21,135000000,4,25%,35,,10,4974,645,18000000000,13500000000,13500000000,18000000000,18000000000,5,[10. 0. 0. 0. 0. 10],10,6,7,['35'. '36'. '37'. '38'. '39'],5,6a99f9bcdccd334b41f9c4714528699e,6419096309,48559975,161,Hà Nội,0
Giày tăng chiều cao da bò thật cao cấp tự tin khẳng định bản lĩnh phái mạnh GD36,390000000,0,,27509,,13,32,1271,0,39000000000,39000000000,-1,-1,4.923077,[13. 0. 0. 0. 1. 12],13,3,11,['ĐEN_TĂNG CHIỀU CAO'. 'ĐEN_THƯỜNG'],2,e1e2bb90aad82d7e34d0de5c04da11be,1106302933,32631768,2429,Hà Nội,15
[VIDEO. ẢNH THẬT +FREESHIP] Giày DAS kẻ sọc xanh đen nam đẹp mới hot2018 (TẶNG HỘP +BÌNH LÀM SẠCH GIÀY + TẤT ),320000000,0,,602,,24,9,81,0,32000000000,32000000000,-1,-1,5,[24. 0. 0. 0. 0. 24],24,0,11,['size41'. 'size42'. 'size43'. 'size44'. 'size 39'],5,442f237b0293c3a5317829e1a68a865d,1268251481,75227222,2429,Hà Nội,16
(HÀNG THAILAND) GIÀY BÓNG ĐÁ SÂN CỎ NHÂN TẠO Mercurial Superfly Cổ Cao TF.CAM KẾT Y HÌNH-CAM KẾT HÀNG TỐT NHÁT,550000000,0,,34,,8,4,813,0,55000000000,55000000000,-1,-1,5,[8. 0. 0. 0. 0. 8],8,1,2,['39'. '40'. '42'. '43'. '44'. '45'],6,6aaec71a89c02e825dc28a6e501df0f9,5924657827,238898485,9675,TP. Hồ Chí Minh,0
[FREE SHIP –BẢO HÀNH 1 NĂM ] GIÀY CHELSEA BOOST DA BÒ CAO CẤP HOT TREND,315000000,600,30%,2,,4,89400,45,45000000000,31500000000,31500000000,45000000000,45000000000,5,[4. 0. 0. 0. 0. 4],4,0,4,['41'. '42'. '43'. '35'. '36'. '37'. '38'. '39'. '40'],9,7ddf32aa51ec88e73d80af6abdb703b8,5169899231,359373386,161,Hà Nội,0
Giày Sneaker Nam [ FREESHIP ] Giày Thể Thao Nam Thời Trang Trẻ Trung - G32,518400000,4016,20%,0,,4,297079,159,64800000000,51840000000,51840000000,64800000000,64800000000,5,[4. 0. 0. 0. 0. 4],4,4,4,['Đen'. 'Trắng'. 'Vàng'],3,6035a884505e7b0bbaddbfb08ca475a9,7669178774,356948186,2429,TP. Hồ Chí Minh,0
Trả order giày cao gót Daphne - Không dư,117000000,105,,35,,196,46,1161,0,11700000000,40800000000,-1,-1,4.994898,[196. 0. 0. 0. 1. 195],196,107,124,['Dusto 2'. 'SO100'. 'SO104'. 'SO101'. 'Dusto'. 'Dusto 1'. 'Dusto 4'. 'Shoes'. 'Dusto 5'. 'SO105'. 'Dusto 7'. 'Dusto 8'. 'SO114'. 'SO100.1'. 'Dusto 9'. 'Dusto 10'. 'Taobao'. 'Dusto 3'. 'Dusto 11'],19,7b25b6d3cf4651bfb2f0388aa9f9737f,2114096922,2070404,161,Hà Nội,0
Slip on| Giày lười buộc dây đế bệt kiểu dáng siêu xinh. Giày nữ,145000000,36,,2310,,101,53,6526,0,14500000000,14500000000,-1,-1,4.910891,[101. 0. 1. 1. 4. 95],101,26,48,['35'. '36'. '37'. '38'. '39'. '40'],6,e3f0cd473a5f2017fca504cd52465742,6702292634,46021986,161,Hà Nội,0
[Clip+Ảnh thật] xVESSEL Giày sneaker nữ style rách cao 3.5-4cm🔥🔥🔥,335000000,50,48%,2706,,425,79,11704,65000000000,33500000000,34900000000,65000000000,65000000000,4.823529,[425. 6. 2. 8. 29. 380],425,141,206,['Màu trắng '. 'Màu đen'],2,0eb6b6a2c67072375e3ab38b5d55445e,2605939161,18535991,161,TP. Hồ Chí Minh,31
GIÀY GUCCII-NY CAO CẤP,728000000,8,44%,90,,41,293,548,1.30E+11,72800000000,72800000000,1.30E+11,1.30E+11,4.902439,[41. 1. 0. 0. 0. 40],41,14,22,['Trắng'],1,98117550af76ebea04cb37e6d1a7d398,2688308964,155734075,2429,Hà Nội,27
Giày thể mũi sò nam nữ,145000000,48,,19,,24,717,1521,0,14500000000,14500000000,-1,-1,4.916667,[24. 0. 0. 0. 2. 22],24,7,9,['sò màu'. 'sò tem vàng'],2,3fb0e6952f7cc46853e8f758348ae558,7050529788,78224977,161,Hà Nội,0
[CAO GÓT] GIÀY 4P QUAI NGANG - SANA 2 - THENYSMILE,195300000,0,30%,19,,20,11,232,27900000000,19530000000,19530000000,27900000000,27900000000,4.9,[20. 0. 0. 1. 0. 19],20,3,5,['ĐEN'. 'XANH'. 'VÀNG'. 'KEM'],4,8668da7611f2a461b3ec435ffd8f178e,7701192359,37283479,161,TP. Hồ Chí Minh,0
Giày cầu lông Kawasaki K162 . chống lật cổ chân. thiết kế êm ái thoáng khí,799000000,0,37%,8,,11,980,206,1.26E+11,79900000000,79900000000,1.26E+11,1.26E+11,4.545455,[11. 1. 0. 0. 1. 9],11,3,5,['Trắng xanh'. 'Hồng'],2,c7b56991c7fb42f4d044d8fbc57e3a2d,6616932864,141945728,9675,Hà Nội,18
[SUPER SALE] Giày yzy v2 350 Trueform size 36-43 hàng đẹp,199000000,5,43%,54,,14,5,2087,35000000000,19900000000,19900000000,35000000000,35000000000,4.714286,[14. 1. 0. 0. 0. 13],14,6,6,['H1 xám 36'],1,a79150511cf61362b7cee8d816e2719a,2149467780,1216416,161,Hà Nội,0
[HÀNG NEW] Giày hở gót đế cao su Fashion - G074,129000000,6,48%,19,,10,267,1495,25000000000,12900000000,12900000000,25000000000,25000000000,4.9,[10. 0. 0. 0. 1. 9],10,1,2,['TRẮNG 35'. 'TRẮNG 36'. 'TRẮNG 37'. 'TRẮNG 38'. 'TRẮNG 39'. 'ĐEN 35'. 'ĐEN 36'. 'ĐEN 37'. 'ĐEN 38'. 'ĐEN 39'],10,cd3663d1c9b2601d01340f0f0c0831ba,3739065127,65659543,161,Hà Nội,0
( full box + free ship ) giày af1 trắng 1;1,270000000,4,,1851,,10,73,1402,0,27000000000,27000000000,-1,-1,5,[10. 0. 0. 0. 0. 10],10,3,3,['Trắng'],1,e34e978550b06197286296973a99a339,4246134023,137882418,2429,Nam Định,0
Giày boot nữ cổ thấp đế cao 7cm màu đen thời trang hàng hiệu rosata ro35,399000000,4,30%,7546,,16,102,1255,57000000000,39900000000,39900000000,57000000000,57000000000,4.4375,[16. 0. 1. 2. 2. 11],16,2,5,['ĐEN 34'. 'ĐEN 35'. 'ĐEN 36'. 'ĐEN 37'. 'ĐEN 38'. 'ĐEN 39'. 'ĐEN 40'],7,ec3ec72777d7ae53247012cabe79bd2e,1723221253,90738346,161,TP. Hồ Chí Minh,0
Giày Yeezy Boost 350 V2 Trắng Ra Nắng Đổi Màu Giá Rẻ,40000000,5,,111,,12,6965,4396,0,4000000000,17000000000,-1,-1,4.583333,[12. 1. 0. 0. 1. 10],12,1,1,['Size 35'. 'Size 36'. 'Size 37'. 'Size 38'. 'Size 39'. 'Size 40'. 'Size 41'. 'Size 42'. 'Size 43'. 'Box + Plac'],10,8f45aca1bb23f080ef339be1b9892393,7706145161,20751194,161,Hà Nội,0
Giày Hott Cky Rhyton NY 36-43. Fullbox + Tất + Lọ tẩy trắng,245000000,13,,12,,10,875,1881,0,24500000000,26500000000,-1,-1,4.9,[10. 0. 0. 0. 1. 9],10,3,7,['Fullbox'. 'Fullbox + tất'. 'Fullbox + lọ tẩy '. 'Fullbox + combo quà'],4,065b965ff0e9ea09c08c0a06a147e079,6059913567,2540867,161,Hà Nội,29
[DEAL SOCK]Giày Nam Oxford công sở da bò / đế khâu / test lửa thoải mái,531000000,1,10%,504,,6,687,76,59000000000,53100000000,53100000000,59000000000,59000000000,5,[6. 0. 0. 0. 0. 6],6,4,5,['Nâu'. 'Đen'],2,e6968204b802ab51b6dbfa4a81c1f2db,7333597398,19590669,2429,Hà Nội,18
