Name,price,sold,discount,liked-count,ads_keyword,cmt_count,stock,view_count,price_before_discount,price_min,price_max,price_min_before_discount,price_max_before_discount,rating_star,rating_count,rating_count_total,rcount_with_image,rcount_with_context,options,options_count,image,itemid,shopid,catid,shop_location,video_info_list_duration,stt
Áo thun nam ngắn tay cổ tròn chất thun lạnh mã PM001,90000000,2,50%,407,,51,17,348,18000000000,9000000000,9000000000,18000000000,18000000000,4.509804,[51. 3. 2. 2. 3. 41],51,13,27,['ĐEN'. 'TRẮNG'],2,96bd5f534bbe14efa0c08020dafaae73,5508178404,130842404,9675,Hà Nội,0,4708
ÁO SƠ MI NAM KATE LỤA MÀU TRẮNG SỌC ĐEN MẪU HOT 2019 CHUẨN SHOP AHFASHION,135000000,1,37%,123,,75,2951,361,13500000000,13500000000,13500000000,13500000000,13500000000,4.973333,[75. 0. 0. 0. 2. 73],75,12,25,['TRẮNG'. 'TRẮNG...'],2,38dad577334719cba34931aec4271356,2425000648,140364165,78,TP. Hồ Chí Minh,22,4709
Áo khoác nam nữ chống nắng nỉ da cá cao cấp 2 trong 1 sành điệu AN06,175000000,0,45%,11739,,124,328,118,17500000000,17500000000,17500000000,17500000000,32000000000,4.870968,[124. 0. 1. 3. 7. 113],124,32,52,['ĐEN'. 'XÁM ĐEN'. 'XÁM TRẮNG'],3,b7464965dff0cc9e9f4151bee7ad0c49,2301439935,111312429,78,TP. Hồ Chí Minh,27,4710
"Áo Sơ Mi Nam PURATO chất liệu Oxford tay dài áo cao cấp dáng xuất Châu Âu nam tính, thời trang, lịch lãm[Thời Trang Nam]",179000000,2,24%,2040,,77,1487,212,23500000000,17900000000,17900000000,23500000000,23500000000,4.545455,[77. 3. 3. 3. 8. 60],77,11,31,['Xám Ghi'. 'Trắng'. 'Đen'. 'Xanh Đen (Tím than)'. 'Xanh Dương'. 'Hồng'],6,a89dff4205ad71dc21bb0a1f12500103,1976876962,56119389,78,Hà Nội,0,4711
Áo thun cotton unisex nam nữ - basic tee T-shirt Plain Color (thêm 1 số màu),90000000,2,,120,,54,407,61,0,9000000000,9000000000,-1,-1,4.851852,[54. 0. 0. 2. 4. 48],54,6,18,['Đen'. 'đỏ'. 'trắng'. 'Xám đậm'. 'Xám nhạt'. 'Rêu'. 'Cam'. 'Vàng'. 'Vàng đất'. 'Hồng'. 'Cam Gạch'. 'Tan'. 'Nâu đậm'. 'Xanh chuối'. 'Xanh đen'],15,18ebd26197e485c2a9fb829775bfa3bc,1862418143,69734848,78,TP. Hồ Chí Minh,0,4712
Áo sơ mi nam tay ngắn Levis Oxford màu xanh rêu lính - Mạnh Mẽ Nam Tính - Chất Lượng Đỉnh Cao,175000000,10,50%,23,,30,64,611,35000000000,17500000000,17500000000,35000000000,35000000000,4.966667,[30. 0. 0. 0. 1. 29],30,3,6,['S'. 'M'. 'L'. 'XL'],4,fa819e45d3ed2f9dcbed55ec282d19d7,4119886351,70159902,78,TP. Hồ Chí Minh,0,4713
Áo Len Thu Đông Cổ Tròn Nam Ariza body côn tay đẹp,120000000,0,,11163,,97,11,236,0,12000000000,12000000000,-1,-1,4.907216,[97. 1. 0. 0. 5. 91],97,19,32,['Màu xanh lam đậm'. 'Màu đen'. 'Màu xanh đậm'],3,44e2ac201d1f2cc63f2e34f89196fc34,1737302950,26534155,78,Hà Nội,50,4714
Mẫu Mới | Áo Phông Nam Nữ Tay Dài Unisex - TTD35 Cá Sấu Anh Hùng - Chất Cotton Mềm Mát - Form Rộng Freesize < 75kg,89000000,46,26%,31,,23,339,2027,12000000000,8900000000,8900000000,12000000000,12000000000,4.913043,[23. 0. 0. 1. 0. 22],23,10,15,['TRẮNG'. 'TÍM'. 'OLIU'. 'XANH NGỌC'],4,dc95520652fb3bac633e0d790b1b947a,6262779024,16706129,78,TP. Hồ Chí Minh,0,4715
Áo len nam dày dặn kiểu dáng trẻ hàn quốc unisex AL42,182000000,11,35%,12,,28,76,1056,28000000000,18200000000,18200000000,28000000000,28000000000,4.928571,[28. 0. 0. 1. 0. 27],28,2,3,['ĐEN'. 'XANH THAN'. 'NÂU'],3,c0d5620bde57e2f5b19b28a8309f2de7,4460497118,291899931,78,Hà Nội,0,4716
Áo thun unisex nam nữ phông rộng ASALA (UX-22,54500000,4,50%,65,,83,21,138,10900000000,5450000000,5450000000,10900000000,10900000000,4.795181,[83. 1. 2. 0. 7. 73],83,10,22,['đen ( UX-22)'. 'TRẮNG ( UX-22)'. 'ĐỎ(UX-22)'. 'XANH(UX-22)'],4,01aac374aad0e86fb29f26bd7077be9f,2288239407,6911354,78,TP. Hồ Chí Minh,0,4717
"Áo sơ mi nam dài tay ZM cổ bẻ, áo sơ mi trắng vải lụa nến không nhăn không xù",75000000,0,12%,4794,,167,110516,60,8500000000,7500000000,7500000000,8500000000,8500000000,4.846154,[165. 1. 2. 3. 2. 157],165,4,86,['SML-ĐEN'. 'SML-TRẮNG CÚC TRẮNG'. 'SML-ĐỎ ĐÔ'. 'SML-XANH NHẠT'],4,29c1cad96f0f9f2c6e384744e807bd34,1285771576,68552771,78,Hà Nội,13,4718
Áo thun TAY DÀI Unisex Nam Nữ TRƠN Basic Ulzzang Nhiều màu - Kiểu áo phông nữ nam form rộng Leevin Store,89000000,33,48%,35,,29,208,1328,17000000000,8900000000,8900000000,17000000000,17000000000,4.965517,[29. 0. 0. 0. 1. 28],29,7,12,['Trắng'. 'Đen'. 'Hồng'. 'Cam'. 'Vàng'. 'Tím'. 'Xanh Ngọc'. 'Xanh Da Trời'. 'Xanh Biển'. 'Xanh Lá'],10,96dbc4c0cb8b58dc88670ba2e12e627a,3357091180,218712444,77,Bắc Ninh,0,4719
"Áo thun nam có cổ, polo cá sấu thêu hình bông lúa nổi bật - Liyor - ACB4013",115000000,7,36%,1800,,47,2315,317,17900000000,11500000000,11500000000,17900000000,17900000000,4.93617,[47. 0. 0. 1. 1. 45],47,10,15,['Da'. 'Đen'. 'Trắng'],3,6e581edceb24e3e85405630bf287f6f9,5329208773,27174606,78,TP. Hồ Chí Minh,33,4720
"Áo thun cá chép KOi (Chất đẹp, nam nữ đều mặc đc)",175000000,6,,76,,57,1100,349,0,17500000000,17500000000,-1,-1,4.894737,[57. 0. 0. 3. 0. 54],57,13,19,['Trắng'. 'Đen'],2,855038104569eaa42601d1919384490f,2118414420,29594893,77,Hà Nội,0,4721
Áo Hoodie nỉ bông nam nữ thời trang đường phố trung quốc - HD60,66490000,187,39%,18,,15,2742,1799,10900000000,6649000000,6649000000,10900000000,10900000000,3.666667,[15. 4. 0. 1. 2. 8],15,2,7,['M'. 'L'. 'XL'],3,d6a367bf2a2e2fe79c9113a3cf5b8242,6656095805,21197379,78,Hà Nội,0,4722
Áo thun nam cổ tròn cotton cao cấp KENSTORE89 ATV074,115000000,15,28%,21,,41,1826,576,16000000000,11500000000,11500000000,16000000000,16000000000,4.97561,[41. 0. 0. 0. 1. 40],41,5,12,['Trắng'. 'Đen'. 'Xám'. 'Xanh đen'],4,fdd8127379da85b859f9ed59bd14e55d,5312996689,27211307,78,TP. Hồ Chí Minh,0,4723
"ÁO THUN NAM CỘC TAY, ÁO THUN LẠNH CO DÃN 4 CHIỀU + ÉP VÂN CỰC ĐẸP M026 ( 45KG - 90KG)",59000000,4,41%,34,,39,54925,158,10000000000,5900000000,5900000000,10000000000,10000000000,4.641026,[39. 2. 1. 0. 3. 33],39,5,17,['Trắng'. 'Đen'. 'Xanh nước biển'. 'Xám'. 'Cam'. 'Tím than'],6,24bc7b060af44aeeead9494aa76dfef7,7817070349,87212955,78,Hà Nội,0,4724
Áo Thun Nam Có Cổ Chất Cotton Thiết Kế Trẻ Trung Lịch Lãm ZERO,109000000,1,50%,13,,45,91,249,21800000000,10900000000,10900000000,21800000000,21800000000,4.933333,[45. 0. 0. 0. 3. 42],45,14,14,['AP48 Ghi'. 'AP49 Xanh Nhạt'. 'AP50 Xanh Than'. 'AP51 Cam'. 'AP52 Xám Trắng'],5,961de123d7074c880245ab65eddee001,6541331929,40342563,78,Hà Nội,0,4725
[TẶNG QUÀ] Áo Thun Tay Dài Thu Đông 💝 Unisex Nam Nữ Phong Cách Hàn Quốc Ulzzang 💝 PARALL,79101000,1,1%,576,,108,29,382,7990000000,7910100000,8909100000,7990000000,8999000000,4.925926,[108. 0. 1. 0. 5. 102],108,33,53,['Xanh matcha'. 'Đen'],2,f2d64f518295cbae03a7d3d3a3041414,5207598539,32059850,77,TP. Hồ Chí Minh,0,4726
Áo Hoodie nam nữ unisex đôi cặp form rộng trơn trắng đen có mũ đẹp chất nỉ phong cách trẻ trung Hàn Quốc,150000000,58,40%,3,,9,9936,751,25000000000,15000000000,15000000000,25000000000,25000000000,5,[9. 0. 0. 0. 0. 9],9,6,7,['Trắng'. 'Đen'],2,d76cbcf70303d9e5aabc825a2e76a787,5863953044,327863047,78,Hà Nội,0,4727
Áo phao nam lót lông cao câp có túi trong có up hình thật ở cuói,170000000,15,50%,103,,43,142,3875,17000000000,17000000000,17000000000,17000000000,34000000000,4.302326,[43. 6. 1. 1. 1. 34],43,5,19,['Đen '],1,2f2b14381dfc7bfed0f279213208e873,1633019258,34880242,78,Đắk Lắk,0,4728
Áo sơ mi nam Pierre Cardin săn sale từ London UK  ngắn tay dáng công sở cao cấp về sẵn,379000000,2,,44,,57,39,456,0,37900000000,39900000000,-1,-1,4.789474,[57. 1. 0. 3. 2. 51],57,4,24,['Trắng '. 'Xanh caro '. 'Đỏ caro'. 'Trắng hoa văn'. 'Xanh sọc dọc'],5,83ce2349fbc7de3b126c6cea089af982,1271409028,22335162,78,Hà Nội,0,4729
"Áo Ba Lỗ Nam l Áo Thun Lạnh thể thao Chất Liệu co giãn 4 chiều thấm hút mồ hôi, mặc vô cùng thoải mái",120000000,0,,137,,77,10690,51,0,12000000000,12000000000,-1,-1,4.909091,[77. 0. 0. 1. 5. 71],77,14,31,['Xám Đen'. 'Xanh Dương '. 'Trắng das'. 'Đen das'],4,05afa499406dc959e5aefd1f08629e63,7121129719,31424042,78,Hà Nội,44,4730
Áo Hoodie Nam Hades Phản Quang Chất Nỉ Lót Lông - Full Size -  Nhiều Màu- Hình Phản Quang Sắc Nét,129000000,17,49%,57,,39,19936,2168,25500000000,12900000000,13900000000,25500000000,25500000000,4.615385,[39. 2. 0. 2. 3. 32],39,10,20,['Vàng'. 'Đỏ'. 'Đen'. 'Trắng'. 'Xanh Lá'. 'Hồng'],6,a2e951a74ccc69bd7eb0e65e020af4e3,5211100466,184668793,78,Hà Nội,28,4731
[Mua 1 áo TẶNG 1 BOXER] Áo khoác gió nam 2 lớp CHỐNG NƯỚC tuyệt đối 100% xuất khẩu,279000000,1,38%,73,,83,38997,86,45000000000,27900000000,29900000000,45000000000,45000000000,4.698795,[83. 1. 2. 5. 5. 70],83,14,38,['ĐEN'. 'GHI SÁNG'. 'TÍM THAN'. 'GHI CHÌ XƯỚC'. 'XANH DƯƠNG XƯỚC'. 'OLIVE XƯỚC'. 'GHI SÁNG XƯỚC'],7,608c588164891a599a4cd3f68ff92046,2757212985,148211991,78,Hải Phòng,60,4732
"[MẶC LÀ MÊ] Áo sơ mi nam cao cấp - Chất liệu lụa , không nhăn, thoáng mát, thấm hút mồ hôi",75000000,7,42%,1,,19,69965,112,13000000000,7500000000,7500000000,13000000000,13000000000,5,[19. 0. 0. 0. 0. 19],19,3,13,['- SML- MÀU TRẮNG -'. '-SML- XANH NƯỚC BIỂN'. '- SML- XANH THAN -'. '- SML- ĐEN -'. '- SML- ĐỎ ĐÔ -'. '- SML- GHI XÁM  -'. '-SML TRẮNG CÚC ĐEN -'],7,3c2381bd9d95fbb564c3a19ea94f6be2,7634680905,230953643,78,Hà Nội,0,4733
ÁO KHOÁC JEAN NAM - ÁO KHOÁC JEAN NỮ CÓ NÓN NỈ PHONG CÁCH HÀN QUỐC (HÀNG AN ĐÔNG CAO CẤP) KT09,169000000,1,15%,1454,,42,38993,103,17900000000,16900000000,16900000000,17900000000,19900000000,4.904762,[42. 0. 0. 1. 2. 39],42,9,23,['Xanh đậm size M'. 'Xanh đậm size L'. 'Xanh đậm size XL'. 'Xanh nhạt size M'. 'Xanh nhạt size L'. 'Xanh nhạt size XL'],6,47b9d2e78b68d1a66e43b83ac7895991,2506269844,120318498,78,TP. Hồ Chí Minh,0,4734
Áo sơ mi nam cổ tàu màu ghi xám [Cung cấp Sỉ Toàn Quốc],119000000,801,8%,797,,3,498998,235,13000000000,11900000000,11900000000,13000000000,13000000000,5,[3. 0. 0. 0. 0. 3],3,0,3,['-SMTX- Size M'. '-SMTX- Size L'. '-SMTX- Size XL'. '-SMTX- Size XXL'. '-SMTX-Size XXXL'],5,d86a119af8f8724c59588b9da04fbb4c,4959360708,156430664,78,Hà Nội,0,4735
Áo Sơ Mi Nam Cổ Tàu Vải Đũi Dài Tay Màu Xám Tiêu SMT01,119000000,1002,37%,775,,3,98748,257,19000000000,11900000000,11900000000,19000000000,19000000000,5,[3. 0. 0. 0. 0. 3],3,1,3,['SMTĐ - XÁM TIÊU'. 'SMCB - XÁM KẺ CARO'],2,057e34e3a81e708b77d7367b302d2eea,3327597641,156430664,78,Hà Nội,0,4736
[Nhập thái lan - bảo hành hình in 12m] Áo Phông 3D nam nữ chuẩn Thái Lan - A3D27,185000000,523,47%,2450,,8,8860,91,35000000000,18500000000,18500000000,35000000000,35000000000,5,[8. 0. 0. 0. 0. 8],8,7,7,['XS'. 'S'. 'M'. 'L'. 'XL'],5,8a889a6f4e8aa8bfd007b59810b96406,5317584009,218469277,78,Hà Nội,0,4737
"áo phao nam lông vũ,áo khoác phao chống nước mặc được cả 2 mặt",275000000,524,34%,4,,10,47468,1058,41500000000,27500000000,27500000000,41500000000,41500000000,5,[10. 0. 0. 0. 0. 10],10,4,7,['Đen-đỏ'. 'Đen-than'. 'Đen-xám sáng'. 'Đen-xanh rêu'],4,487d696065d62566bf82864727e66ba8,9803092883,346127417,78,Hà Nội,0,4738
"Áo phao nam, áo khoác phao 2 mặt lông vũ chống nước,chống rét",275000000,500,34%,8,,5,47489,782,41500000000,27500000000,27500000000,41500000000,41500000000,5,[5. 0. 0. 0. 0. 5],5,1,4,['Than-Đen'. 'Đỏ-Đen'. 'Xanh rêu-Đen'. 'Xám sáng-Đen'],4,1cbbae913f968677a5ca509277fef583,3968816161,346127417,78,Hà Nội,0,4739
áo hoddie chữ siêu hot đủ màu form rộng - phù hợp cho cả nam và nữ,110000000,705,21%,17,,4,535383,2518,12500000000,11000000000,11000000000,12500000000,14000000000,5,[4. 0. 0. 0. 0. 4],4,4,3,['Xanh bơ'. 'Trắng'. 'Xanh'. 'Hồng'. 'Xanh đậm'. 'Cam đất'],6,6d8f888812999dbd08378ed182fb2309,5867725315,350328703,77,Đắk Lắk,0,4740
Áo Khoác dù gió BOMBER TQRONA form rộng unisex đen NAM NỮ siêu chất,208000000,200,20%,29,,5,14599,1987,26000000000,20800000000,20800000000,26000000000,26000000000,5,[5. 0. 0. 0. 0. 5],5,3,4,[' M'. ' L'. ' XL'],3,b831718889a583f137e7f544dc1f0d1c,3460225031,273472454,78,TP. Hồ Chí Minh,0,4741
Áo khoác nam lót lông cừu siêu ấm vải dù mũ lót lông cao cấp chất đẹp dày dặn,199000000,176,43%,8,,3,119603,97,34900000000,19900000000,19900000000,34900000000,34900000000,5,[3. 0. 0. 0. 0. 3],3,2,3,['Đen'. 'Xanh rêu'. 'Ghi'. 'Xanh than'],4,80a7f269da51eb5b17a1acc5076a36cb,7456873862,253616590,78,Hà Nội,0,4742
"[ÁO KHOÁC NỮ,NAM] Áo khoác dù tay 3 kẻ sọc  Free Size Dưới 65kg AK32",257500000,555,,26,,3,5445,107,0,25750000000,25750000000,-1,-1,5,[3. 0. 0. 0. 0. 3],3,0,3,['Xanh'. 'ĐỎ'. 'VÀNG'],3,b31c2e9424a73d8fc081ed36f7878156,6345862872,292540246,78,TP. Hồ Chí Minh,0,4743
Áo khoác Hoodie nam nữ unisex đôi cặp form rộng trơn trắng đen có mũ đẹp chất nỉ phong cách trẻ trung Hàn Quốc,99000000,171,45%,1,,3,9824,309,18000000000,9900000000,9900000000,18000000000,18000000000,5,[3. 0. 0. 0. 0. 3],3,2,2,['Trắng'. 'Đen'],2,eb4b253496850c3f5bbf7d589e185091,4466679660,253624053,78,Hà Nội,0,4744
Áo Hoodie nam nữ unisex đôi cặp form rộng trơn trắng đen có mũ đẹp chất nỉ phong cách trẻ trung Hàn Quốc,150000000,173,50%,0,,4,9827,278,30000000000,15000000000,15000000000,30000000000,30000000000,5,[4. 0. 0. 0. 0. 4],4,2,3,['Trắng'. 'Đen'],2,9ab293300b16c7a0e2b51bc77f914819,4266675711,253616590,78,Hà Nội,0,4745
Áo Hoodie đôi nam nữ unisex cặp form rộng trơn trắng đen có mũ đẹp chất nỉ phong cách trẻ trung Hàn Quốc,150000000,171,50%,5,,4,9826,400,30000000000,15000000000,15000000000,30000000000,30000000000,5,[4. 0. 0. 0. 0. 4],4,3,3,['Trắng'. 'Đen'],2,a3b5a3f032ec36f049f52c5157077915,3966771104,253616590,78,Hà Nội,0,4746
Áo khoác nam bomber đẹp lót lông chất kaki siêu ấm mặc mùa đông cao cấp hàng hiệu,279000000,171,44%,2,,3,59708,166,50000000000,27900000000,27900000000,50000000000,50000000000,5,[3. 0. 0. 0. 0. 3],3,2,2,['Đen'. 'Xanh'],2,8318ef1e3f96713b3d2d725183331f85,7667316524,251701705,78,Hà Nội,0,4747
"[Siêu Phẩm] Áo nỉ nam đính đá hình Đầu Lâu chất lừ, ngầu lòi không sợ xuống màu, bể nứt",205000000,201,34%,3,,3,5798,374,30900000000,20500000000,20500000000,30900000000,30900000000,5,[3. 0. 0. 0. 0. 3],3,0,0,['Trắng'. 'Đen'],2,27353b503af4d4de4f3fc50b711272d4,6265050524,74125195,78,Hà Nội,0,4748
Áo khoác thu đông nam kaki đẹp dáng bomber lót lông siêu ấm mặc mùa đông cao cấp hàng hiệu dành cho trung niêm siêu đẹp,279000000,151,44%,1,,3,59697,70,50000000000,27900000000,27900000000,50000000000,50000000000,5,[3. 0. 0. 0. 0. 3],3,2,2,['Đen'. 'Xanh'],2,69d76ada0e3f02c1733548e3602d921e,3367414760,251701705,78,Hà Nội,0,4749
Áo len nam Hàn Quốc cổ tròn siêu đẹp chất len không xù hàng cao cấp,179000000,180,49%,0,,3,5600,36,35000000000,17900000000,17900000000,35000000000,35000000000,5,[3. 0. 0. 0. 0. 3],3,2,2,['Xám'. 'Đen'],2,d647ee221c2decdc1ab60d6aadf6c6a3,9501791243,251701705,78,Hà Nội,0,4750
Áo đôi Hoodie nam nữ unisex cặp form rộng trơn trắng đen có mũ đẹp chất nỉ phong cách trẻ trung Hàn Quốc,99000000,183,45%,3,,3,9815,292,18000000000,9900000000,9900000000,18000000000,18000000000,5,[3. 0. 0. 0. 0. 3],3,2,2,['Trắng'. 'Đen'],2,a3b5a3f032ec36f049f52c5157077915,5066658829,253624053,78,Hà Nội,0,4751
Áo len nam đẹp Hàn Quốc cổ tròn chất len cao cấp hàng hiệu dài tay không xù,179000000,155,40%,1,,3,5773,97,30000000000,17900000000,17900000000,30000000000,30000000000,5,[3. 0. 0. 0. 0. 3],3,2,2,['Xám'. 'Đen'],2,c866787a2321c663ba81093857c131d0,3667398986,253624053,78,Hà Nội,0,4752
Áo len nam Hàn Quốc cổ tròn đẹp cao cấp hàng hiệu dài tay chất len đẹp không xù,179000000,184,49%,2,,3,5795,128,35000000000,17900000000,17900000000,35000000000,35000000000,5,[3. 0. 0. 0. 0. 3],3,2,2,['Xám'. 'Đen'],2,4cae1d8b19c75e778a42daaf774038fb,3466754813,253624053,78,Hà Nội,0,4753
Áo khoác lót lông nam kaki bomber đẹp lót lông siêu ấm mặc mùa đông cao cấp hàng hiệu mặc thu đông,279000000,182,44%,3,,3,5816,257,50000000000,27900000000,27900000000,50000000000,50000000000,5,[3. 0. 0. 0. 0. 3],3,3,3,['Xanh'. 'Đen'],2,ad24e8c90deecfca9a3aa60ef206f8ac,3174280061,253616590,78,Hà Nội,0,4754
"Áo HOODIE BASIC cao cấp nam nữ, áo khoác nỉ in phù thuỷ ấn tượng TH24",129000000,163,46%,586,,3,835,2397,24000000000,12900000000,12900000000,24000000000,24000000000,5,[3. 0. 0. 0. 0. 3],3,2,3,[''],1,a3743ca31a37341106f07df95dae1728,6362891437,322228294,78,TP. Hồ Chí Minh,0,4755
"Áo Len Nam Cổ Tròn - Chất Len Mềm Mịn, Dày Dặn - Nhiều Màu Phù Hợp Mọi Độ Tuổi",148000000,60,41%,12,,3,35901,89,24900000000,14800000000,14800000000,24900000000,24900000000,5,[3. 0. 0. 0. 0. 3],3,3,3,['0'. 'ĐỎ ĐÔ'. 'TRẮNG'. 'GHI SÁNG'. 'XANH THAN'. 'ĐEN'],6,95026437a7816aa423636934b9c44ed4,4761645429,256718939,78,Hà Nội,0,4756
"[MẶC LÀ MÊ] Áo sơ mi nam cao cấp - Chất liệu lụa , không nhăn, thoáng mát, thấm hút mồ hôi",78000000,605,48%,204,,5,69965,85,15000000000,7800000000,7800000000,15000000000,15000000000,5,[5. 0. 0. 0. 0. 5],5,2,4,['- SML- ĐEN -'. '- SML- TRẮNG -'. '-SML- XANH NƯỚC BIỂN'. '- SML- XANH THAN -'. '- SML- ĐỎ ĐÔ -'. '- SML- GHI XÁM -'. '-SML TRẮNG CÚC ĐEN -'],7,5b1d1cf09c520d42ed4c46a6cb89cc6d,3337037142,259882052,78,Hà Nội,0,4757
"Áo thun thu đông, dài tay cổ tròn nam màu ghi sáng,mềm, mịn, co dãn dễ chịu, chất thoáng mát, thấm mồ hô",100000000,134,50%,924,,3,17746,64,20000000000,10000000000,10000000000,20000000000,20000000000,5,[3. 0. 0. 0. 0. 3],3,3,3,['Đen'. 'Xanh than'. 'Trắng'. 'Ghi sáng'. 'Ghi tối'. 'Đỏ đô'],6,2c967fb2f6cdc29d005c4e599a50d290,4728120798,221124336,78,Hà Nội,0,4758
"Áo Len Nam, Len Mịn Cổ Tròn Nhiều Màu, Len Dệt Cao Cấp Dáng Slim Phù Hợp Với Nhiều Lứa Tuổi",159000000,101,47%,1139,,3,5892,176,30000000000,15900000000,15900000000,30000000000,30000000000,5,[3. 0. 0. 0. 0. 3],3,3,3,['XANH RÊU'. 'ĐỎ ĐÔ'. 'XANH THAN'. 'ĐEN'. 'GHI XÁM'],5,95d99849579eb7d225eca50361da78cb,6010643976,191604668,78,Hà Nội,21,4759
Áo Khoác Nam - Áo Khoác Dù  DR263RITA  Họa Tiết LOGO DD  Cá Tính Phong Cách Trẻ Trung DRMT,95000000,6,47%,2,,20,89656,188,18000000000,9500000000,9900000000,18000000000,18000000000,4.85,[20. 0. 0. 1. 1. 18],20,1,17,['ĐỎ'. 'XÁM'],2,056eaa27249f9972eabd015fcf461493,7057596633,9625510,78,TP. Hồ Chí Minh,0,4760
(ORDER) Áo phao nam dáng dài,590000000,3,,126,,22,1153,4374,0,59000000000,59000000000,-1,-1,5,[22. 0. 0. 0. 0. 22],22,1,4,['Có mũ'. 'K mũ'],2,1706c2767e222f385591c94209d0d532,1818301651,6568960,78,Hà Nội,0,4761
Áo thun nam cổ bẻ cao cấp(chất thun cotton 100% đẹp nhất 2020),119400000,1,40%,169,,54,4034,351,19900000000,11940000000,11940000000,19900000000,19900000000,4.888889,[54. 0. 0. 1. 4. 49],54,14,25,['Trắng'. 'Đen'. 'GU.CI đen'. 'GU.CI TrẮng'. 'thêu rẵn cổ đen'. 'thêu rẵn cổ trắng'. 'GU.CI in trắng'. 'GU.CI in đen'. 'cam'],9,4f8ede9b71c0027b46c4e06433a0fe4a,7825607218,84238847,78,TP. Hồ Chí Minh,20,4762
Áo khoác dù 2 lớp cho nam trượt nước chống thấm nhẹ,149000000,0,34%,25295,,101,7550,129,22500000000,14900000000,14900000000,22500000000,22500000000,4.792079,[101. 0. 1. 5. 8. 87],101,21,46,['Xanh đen XL'. 'Xanh đen 2XL'. 'Đen L'. 'Đen XL'. 'Đen 2XL'. 'Xám L'. 'Xám XL'. 'Xám 2XL'. 'Rêu L'. 'Rêu XL'. 'Rêu 2XL'. 'Xanh đen L'. 'Đỏ L'. 'Đỏ XL'. 'Đỏ 2XL'. 'Xám xanh L'. 'Xám xanh XL'. 'Xám xanh 2XL'],18,24b9f0dac47e7aae61ae1ef225675594,2268117164,77917605,78,TP. Hồ Chí Minh,50,4763
"Áo SƠ MI KẺ DẠ Nam, Chất Dày Dặn, Bụi Bặm, Phong Cách",149000000,293,40%,3,,5,9304,142,25000000000,14900000000,14900000000,25000000000,25000000000,5,[5. 0. 0. 0. 0. 5],5,2,3,['ĐỎ'. 'TRẮNG'. 'XANH DƯƠNG'. 'XANH THAN'],4,17f418866d271a46e840e7593b7ac982,3728454117,202501645,78,Hà Nội,0,4764
Áo Hoodie form rộng nam đôi unisex nam nữ trơn trắng đen có mũ đẹp chất nỉ phong cách trẻ trung Hàn Quốc,129000000,161,48%,2,,4,9699,198,25000000000,12900000000,12900000000,25000000000,25000000000,5,[4. 0. 0. 0. 0. 4],4,3,3,['Trắng'. 'Đen'],2,9ab293300b16c7a0e2b51bc77f914819,8701791430,251701705,78,Hà Nội,0,4765
"Áo sơ mi kẻ nam họa tiết Cao Cấp hàng VNXK - Chất vải xịn, mặc mát - Form ôm dáng Hàn Quốc",178200000,301,,0,,3,3626,67,0,17820000000,17820000000,-1,-1,5,[3. 0. 0. 0. 0. 3],3,1,1,['XXL'. 'L'. 'XL'. 'M'],4,a76a47b394756dbc549eff7edcc96f07,7555280185,55057442,78,Hà Nội,0,4766
Áo khoác nam lót lông cừu cao cấp vải dù đẹp có mũ lông dày dặn mặc ấm vào mùa đông,199000000,113,40%,5,,3,14052,183,32900000000,19900000000,19900000000,32900000000,32900000000,5,[3. 0. 0. 0. 0. 3],3,2,3,['Đen'. 'Xanh rêu'. 'Ghi '. 'Xanh than'],4,fdc2e08c00688d94c92a294757ca0329,3956970042,253616590,78,Hà Nội,0,4767
Áo Thun Nam Cổ Bẻ F8888 Ngắn Tay Loại Trơn ACB013,89000000,0,41%,59,,87,9689,54,15000000000,8900000000,8900000000,15000000000,15000000000,4.678161,[87. 1. 1. 5. 11. 69],87,12,28,['Màu tím than M'. 'Màu tím than L'. 'Màu tím than XL'. 'Màu tím than XXL'. 'Màu Trắng size M'. 'Màu Trắng size L'. 'Màu Trắng size XL'. 'Màu Trắng size XXL'. 'Màu Đen size M'. 'Màu Đen size L'. 'Màu Đen size XL'. 'Màu Đen size XXL'. 'Màu Đỏ Đô M'. 'Màu Đỏ Đô L'. 'Màu Đỏ Đô XL'. 'Màu Đỏ Đô XXL'. 'Màu Xám Đậm M'. 'Màu Xám Đậm L'. 'Màu Xám Đậm XL'. 'Màu Xám Đậm XXL'],20,ad6bd1b2f76dfe59ab0514a4fcc0e001,1148704717,30414883,78,Hà Nội,0,4768
Áo khoác nam - Áo khoác dù (size XL đến 4XL),99000000,0,38%,124,,121,70,205,16000000000,9900000000,9900000000,16000000000,16000000000,4.681818,[110. 3. 1. 7. 6. 93],110,12,63,['xanh đen size XL'. 'xanh đen size 2X'. 'xanh đen size 3XL'. 'xanh đen size 4XL'. 'đen size XL'. 'đen size 2XL'. 'đen size 3XL'. 'đen size 4XL'],8,07c5218fb01fc12c8e5f7a356689b3fb,748378945,504032,78,TP. Hồ Chí Minh,0,4769
